ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
0,1239,0,19.607843,38.431374,25,3.125,0,35,34.117645,52.156864,16.078432,31.764706,19.607843,13.11,101,0.392157,24,16,400.799988,261.799988,11.972,0,0,7504,0,255
0,1740.5,0,19.607843,22.745098,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,11.61,101,0.392157,24,25,400.799988,261.799988,11.972,0,0,7504,0,255
2,1740.5,0,19.607843,22.745098,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,11.8,101,0.392157,24,25,400.799988,261.799988,11.972,0,0,7504,0,255
2,1740.5,0,19.607843,22.745098,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,11.01,101,0.392157,24,25,25.900002,25,12.207,0,0,7504,0,255
2,1740.5,0,19.607843,22.745098,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,12.06,101,0.392157,24,25,25.900002,25,12.207,0,0,7504,0,255
2,1665.5,0,19.607843,23.921568,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,12.82,101,0.392157,24,24,25.900002,25,12.207,0,0,7504,0,255
4,1665.5,0,19.607843,23.921568,25,3.90625,0,23,34.117645,52.156864,16.078432,31.764706,19.607843,11.25,101,0.392157,24,24,25.900002,25,12.207,0,0,7504,0,255
4,1665.5,0,19.607843,23.921568,25,3.90625,0,23,34.117645,51.764706,16.078432,31.764706,19.215687,13.04,101,0.392157,24,24,30,25,14.375,0,0,7504,0,255
4,1665.5,0,19.607843,23.529411,26,3.90625,0,23,34.117645,51.764706,16.078432,31.764706,19.215687,13.45,101,0.392157,24,24,30,25,14.375,0,0,7504,0,255
6,1572.5,0,19.215687,23.529411,26,3.90625,0,23,34.117645,51.764706,16.078432,31.764706,19.215687,12.86,101,0.392157,24,21,30,25,14.375,0,0,7504,0,255
6,1572.5,0,19.215687,23.529411,26,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.215687,12.65,101,0.392157,24,21,36.099998,25,14.375,0,0,7504,0,255
6,1572.5,0,19.215687,23.529411,26,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.215687,11.86,101,0.392157,24,21,36.099998,25,14.375,0,0,7504,0,255
6,1506.25,0,19.215687,24.313726,26,3.90625,0,24,35.294117,51.764706,16.078432,31.764706,19.215687,12.62,101,0.392157,25,15,36.099998,25,14.375,0,0,7504,0,255
8,1506.25,0,19.215687,24.313726,26,3.90625,0,24,35.294117,51.764706,16.078432,31.764706,19.215687,12.86,101,0.392157,25,15,36.099998,25,14.375,0,0,7504,0,255
8,1506.25,0,19.215687,24.313726,26,3.90625,0,24,35.294117,51.372547,16.078432,31.764706,19.215687,11.4,101,0,25,15,39.599998,25,14.375,0,0,7504,0,255
8,1506.25,0,19.215687,24.313726,26,3.90625,0,24,35.294117,51.372547,16.078432,31.764706,19.215687,13.04,101,0,25,15,39.599998,25,14.375,0,0,7504,0,255
8,1202.25,0,19.607843,30.196079,26,3.90625,0,31,35.294117,51.372547,16.078432,31.764706,19.215687,11.75,101,0,25,11,39.599998,25,14.375,0,0,7504,0,255
9,1202.25,0,19.607843,30.196079,26,3.90625,0,31,35.294117,51.372547,16.078432,31.764706,19.215687,11.73,101,0,25,11,39.599998,25,14.375,0,0,7504,0,255
9,1202.25,0,19.607843,30.196079,26,3.90625,0,31,35.294117,52.156864,16.078432,31.764706,19.607843,13.47,101,0.392157,25,11,47.400002,25,14.394,0,0,7504,0,255
9,1202.25,0,19.607843,31.764706,27,3.90625,0,31,35.294117,52.156864,16.078432,31.764706,19.607843,12.72,101,0.392157,25,11,47.400002,25,14.394,0,0,7504,0,255
11,1221,0,19.607843,31.764706,27,3.90625,0,32,35.294117,52.156864,16.078432,31.764706,19.607843,11.83,101,0.392157,25,2,47.400002,25,14.394,0,0,7504,0,255
11,1221,0,19.607843,31.764706,27,3.90625,0,32,34.509804,52.156864,16.078432,31.764706,19.607843,11.39,101,0.392157,25,2,56.400002,25,14.394,0,0,7504,0,255
11,1221,0,19.607843,31.764706,27,3.90625,0,32,34.509804,52.156864,16.078432,31.764706,20,12.98,101,0.784314,25,2,56.400002,25,14.375,0,0,7504,0,255
11,1266.25,0,19.607843,33.725491,28,3.90625,0,33,34.509804,52.156864,16.078432,31.764706,20,12.01,101,0.784314,25,-4,56.400002,25,14.375,0,0,7504,0,255
13,1266.25,0,20,33.725491,28,3.90625,0,33,34.509804,52.156864,16.078432,31.764706,20,13.16,101,0.784314,25,-4,56.400002,25,14.375,0,0,7504,0,255
13,1266.25,0,20,33.725491,28,3.90625,0,33,35.294117,52.549019,16.078432,31.764706,20,12.57,101,1.176471,25,-4,66.5,25.099998,14.355,0,0,7504,0,255
13,1266.25,0,20,33.725491,28,3.90625,0,33,35.294117,52.549019,16.078432,31.764706,20.392157,12.01,101,1.176471,25,-4,66.5,25.099998,14.355,0,0,7504,0,255
13,1312.5,0,20.392157,34.509804,28,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,13.06,101,1.176471,25,-4,66.5,25.099998,14.355,0,0,7504,0,255
15,1312.5,0,20.392157,34.509804,28,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,13.01,101,1.176471,25,-4,66.5,25.099998,14.355,0,0,7504,0,255
15,1312.5,0,20.392157,34.509804,28,3.90625,0,34,35.294117,52.941177,16.078432,31.764706,20.392157,11.56,101,1.176471,25,-4,72,25.199997,14.296,0,0,7504,0,255
15,1312.5,0,20.392157,34.509804,28,3.90625,0,34,35.294117,52.941177,16.078432,31.764706,20.392157,11.04,101,1.176471,25,-4,72,25.199997,14.296,0,0,7504,0,255
17,1344.5,0,20.392157,34.509804,28,3.125,0,35,35.294117,52.941177,16.078432,31.764706,20.392157,11.1,101,1.176471,25,1,72,25.199997,14.296,0,0,7504,0,255
17,1344.5,0,20.392157,34.509804,28,3.125,0,35,34.509804,52.941177,16.078432,31.764706,20.392157,11.75,101,1.176471,25,1,83.900002,25.5,14.296,0,0,7504,0,255
17,1344.5,0,20.392157,34.509804,28,3.125,0,35,34.509804,53.333332,16.078432,31.764706,20.784313,11.45,101,1.568627,25,1,83.900002,25.5,14.296,0,0,7504,0,255
17,1441.25,0,20.392157,34.509804,29,3.90625,0,34,34.509804,53.333332,16.078432,31.764706,20.784313,11.56,101,1.568627,25,-5,83.900002,25.5,14.296,0,0,7504,0,255
18,1441.25,0,20.784313,34.509804,29,3.90625,0,34,34.509804,53.333332,16.078432,31.764706,20.784313,12.58,101,1.568627,25,-5,83.900002,25.5,14.296,0,0,7504,0,255
18,1441.25,0,20.784313,34.509804,29,3.90625,0,34,34.509804,53.333332,16.078432,31.764706,20.784313,11.59,101,1.568627,25,-5,96.600006,25.800003,14.296,0,0,7504,0,255
18,1441.25,0,20.784313,34.509804,29,3.90625,0,34,34.509804,53.333332,16.078432,31.764706,20.392157,11.07,101,1.568627,25,-5,96.600006,25.800003,14.296,0,0,7504,0,255
18,1420.25,0,20.392157,33.333332,30,3.90625,0,33,34.509804,53.333332,16.078432,31.764706,20.392157,12.46,101,1.568627,25,4,96.600006,25.800003,14.296,0,0,7504,0,255
20,1420.25,0,20.392157,33.333332,30,3.90625,0,33,34.509804,53.333332,16.078432,31.764706,20.392157,13.33,101,1.568627,25,4,96.600006,25.800003,14.296,0,0,7504,0,255
20,1420.25,0,20.392157,33.333332,30,3.90625,0,33,34.509804,52.549019,16.078432,31.764706,20,12.55,101,1.176471,25,4,109.699997,26.199997,14.296,0,0,7504,0,255
20,1420.25,0,20.392157,31.372549,31,3.90625,0,33,34.509804,52.549019,16.078432,31.764706,20,11.09,101,1.176471,25,4,109.699997,26.199997,14.296,0,0,7504,0,255
22,1378.75,0,20,31.372549,31,3.90625,0,32,34.509804,52.549019,16.078432,31.764706,20,11.67,101,1.176471,25,6,109.699997,26.199997,14.296,0,0,7504,0,255
22,1378.75,0,20,31.372549,31,3.90625,0,32,35.294117,52.549019,16.078432,31.764706,20,13.49,101,1.176471,25,6,116.100006,26.400002,14.296,0,0,7504,0,255
22,1378.75,0,20,31.372549,31,3.90625,0,32,35.294117,52.156864,16.078432,31.764706,19.607843,11.18,101,0.784314,25,6,116.100006,26.400002,14.316,0,0,7504,0,255
22,1368.75,0,20,28.235294,31,3.90625,0,28,35.294117,52.156864,16.078432,31.764706,19.607843,11.06,101,0.784314,25,3,116.100006,26.400002,14.316,0,0,7504,0,255
24,1368.75,0,19.607843,28.235294,31,3.90625,0,28,35.294117,52.156864,16.078432,31.764706,19.607843,12.34,101,0.784314,25,3,116.100006,26.400002,14.316,0,0,7504,0,255
24,1368.75,0,19.607843,28.235294,31,3.90625,0,28,34.117645,51.372547,16.078432,31.764706,19.607843,12.69,101,0,25,3,128.399994,26.900002,14.316,0,0,7504,0,255
24,1368.75,0,19.607843,28.235294,31,3.90625,0,28,34.117645,51.372547,16.078432,31.764706,19.215687,13.27,101,0,25,3,128.399994,26.900002,14.316,0,0,7504,0,255
24,900.75,0,19.607843,36.470589,32,3.125,0,38,34.117645,51.372547,16.078432,31.764706,19.215687,13.39,101,0,25,5,128.399994,26.900002,14.316,0,0,7504,0,255
26,900.75,0,19.607843,36.470589,32,3.125,0,38,32.941177,51.372547,16.078432,31.764706,19.215687,13.31,101,0,25,5,128.399994,26.900002,14.316,0,0,7504,0,255
26,900.75,0,19.607843,36.470589,32,3.125,0,38,32.941177,51.764706,16.078432,31.764706,19.607843,13.1,101,0.392157,25,5,139.600006,27.5,14.218,0,0,7504,0,255
26,900.75,0,19.607843,39.607841,32,3.125,0,38,32.941177,51.764706,16.078432,31.764706,19.607843,11.94,101,0.392157,25,5,139.600006,27.5,14.218,0,0,7504,0,255
27,896.75,0,19.607843,39.607841,33,3.125,0,41,32.941177,51.764706,16.078432,31.764706,19.607843,11.14,101,0.392157,25,5,139.600006,27.5,14.218,0,0,7504,0,255
27,896.75,0,19.607843,39.607841,33,3.125,0,41,32.941177,51.764706,16.078432,31.764706,19.607843,12.74,101,0.392157,25,5,150.100006,28.099998,14.218,0,0,7504,0,255
27,896.75,0,19.607843,39.607841,33,3.125,0,41,32.941177,51.372547,16.078432,31.764706,19.215687,12.67,101,0,25,5,150.100006,28.099998,14.296,0,0,7504,0,255
27,945.25,8,19.607843,35.294117,33,3.125,0,35,32.941177,51.372547,16.078432,31.764706,19.215687,11.69,101,0,25,5,150.100006,28.099998,14.296,0,0,7504,0,255
29,945.25,8,19.607843,35.294117,33,3.125,0,35,32.941177,51.372547,16.078432,31.764706,19.215687,11.94,101,0,25,-4,150.100006,28.099998,14.296,0,0,7504,0,255
29,945.25,8,19.607843,35.294117,33,3.125,0,35,34.117645,52.941177,16.078432,31.764706,19.215687,12.51,101,1.176471,25,-4,155,28.400002,14.335,0,0,7504,0,255
29,945.25,8,19.607843,35.294117,33,3.125,0,35,34.117645,52.941177,20.784313,36.862743,20.392157,12.13,101,1.176471,25,-4,155,28.400002,14.335,0,0,7504,0,255
29,1480.25,9,18.431372,32.156864,34,3.90625,0,29,34.117645,52.941177,20.784313,36.862743,20.392157,12.52,101,1.176471,25,29,155,28.400002,14.335,0,0,7504,0,255
31,1480.25,9,18.431372,32.156864,34,3.90625,0,29,39.215687,52.941177,20.784313,36.862743,20.392157,13.15,101,1.176471,25,29,155,28.400002,14.335,0,0,7504,0,255
31,1480.25,9,18.431372,32.156864,34,3.90625,0,29,39.215687,50.588234,16.078432,31.764706,18.431372,12.56,101,0,25,29,165.199997,29.099998,14.335,0,0,7504,0,255
31,1480.25,9,18.431372,40,34,3.90625,0,29,39.215687,50.588234,16.078432,31.764706,18.431372,12.17,101,0,25,29,165.199997,29.099998,14.335,0,0,7504,0,255
33,868.75,11,18.82353,40,35,3.125,0,38,39.215687,50.588234,16.078432,31.764706,18.431372,11.21,101,0,26,12,165.199997,29.099998,14.335,0,0,7504,0,255
33,868.75,11,18.82353,40,35,3.125,0,38,32.941177,50.588234,16.078432,31.764706,18.431372,13.24,101,0,26,12,174.100006,29.099998,14.335,0,0,7504,0,255
33,868.75,11,18.82353,40,35,3.125,0,38,32.941177,50.980392,16.470589,32.549019,18.82353,12.2,101,0,26,12,174.100006,29.800003,14.296,0,0,7504,0,255
33,944.5,13,18.82353,32.549019,35,3.90625,0,34,32.941177,50.980392,16.470589,32.549019,18.82353,11.62,101,0,26,12,174.100006,29.800003,14.296,0,0,7504,0,255
35,944.5,13,18.82353,32.549019,35,3.90625,0,34,32.941177,50.980392,16.470589,32.549019,18.82353,13.28,101,0,26,1,174.100006,29.800003,14.296,0,0,7504,0,255
35,944.5,13,18.82353,32.549019,35,3.90625,0,34,33.333332,50.980392,16.470589,32.549019,18.82353,11.2,101,0,26,1,182,30.5,14.277,0,0,7504,0,255
35,944.5,13,18.82353,32.549019,35,3.90625,0,34,33.333332,50.980392,18.82353,34.509804,18.82353,12.34,101,0,26,1,182,30.5,14.277,0,0,7504,0,255
35,951.5,13,19.215687,32.941177,35,3.90625,0,34,33.333332,50.980392,18.82353,34.509804,18.82353,12.34,101,0,26,-1,182,30.5,14.277,0,0,7504,0,255
36,951.5,13,19.215687,32.941177,35,3.90625,0,34,29.411764,50.980392,18.82353,34.509804,18.82353,12.13,101,0,26,-1,182,30.5,14.277,0,0,7504,0,255
36,951.5,13,19.215687,32.941177,35,3.90625,0,34,29.411764,51.372547,19.607843,35.294117,19.215687,13.46,101,0.392157,26,-1,185.699997,30.800003,14.277,0,0,7504,0,255
36,951.5,13,19.215687,32.941177,35,3.90625,0,34,29.411764,51.372547,19.607843,35.294117,19.215687,13.07,101,0.392157,26,-1,185.699997,30.800003,14.277,0,0,7504,0,255
38,956.25,13,18.82353,34.509804,35,3.90625,-2.34375,33,29.411764,51.372547,19.607843,35.294117,19.215687,12.19,101,0.392157,26,-2,185.699997,30.800003,14.277,0,0,7504,0,255
38,956.25,13,18.82353,34.509804,35,3.90625,-2.34375,33,25.882353,51.372547,19.607843,35.294117,19.215687,12.33,101,0.392157,26,-2,192.800003,30.800003,14.277,0,0,7504,0,255
38,956.25,13,18.82353,34.509804,35,3.90625,-2.34375,33,25.882353,50.588234,18.82353,34.509804,18.431372,12.11,101,0,26,-2,192.800003,31.599998,14.277,0,0,7504,0,255
38,956.25,13,18.82353,31.764706,36,3.90625,-6.25,32,25.882353,50.588234,18.82353,34.509804,18.431372,11.24,101,0,26,-2,192.800003,31.599998,14.277,0,0,7504,0,255
40,956.25,13,18.431372,31.764706,36,3.90625,-6.25,32,25.882353,50.588234,18.82353,34.509804,18.431372,12.72,101,0,26,-1,192.800003,31.599998,14.277,0,0,7504,0,255
40,956.25,13,18.431372,31.764706,36,3.90625,-6.25,32,25.09804,50.588234,18.82353,34.509804,18.431372,11.72,101,0,26,-1,199.5,32.400002,14.296,0,0,7504,0,255
40,956.25,13,18.431372,31.764706,36,3.90625,-6.25,32,25.09804,50.588234,16.078432,31.764706,18.431372,12.77,101,0,26,-1,199.5,32.400002,14.296,0,0,7504,0,255
40,873.25,13,18.431372,32.549019,36,3.90625,-9.375,33,25.09804,50.588234,16.078432,31.764706,18.431372,11.14,101,0,26,7,199.5,32.400002,14.296,0,0,7504,0,255
42,873.25,13,18.431372,32.549019,36,3.90625,-9.375,33,31.764706,50.588234,16.078432,31.764706,18.431372,12.74,101,0,26,7,199.5,32.400002,14.296,0,0,7504,0,255
42,873.25,13,18.431372,32.549019,36,3.90625,-9.375,33,31.764706,50.588234,16.078432,31.764706,18.431372,12.19,101,0,26,7,205.600006,33.199997,14.199,0,0,7504,0,255
42,873.25,13,18.431372,32.549019,36,3.90625,-9.375,33,31.764706,50.588234,16.078432,31.764706,18.431372,11.6,101,0,26,7,205.600006,33.199997,14.199,0,0,7504,0,255
44,725.75,11,18.431372,41.960785,36,2.34375,-13.28125,43,31.764706,50.588234,16.078432,31.764706,18.431372,13.42,101,0,26,7,205.600006,33.199997,14.199,0,0,7504,0,255
44,725.75,11,18.431372,41.960785,36,2.34375,-13.28125,43,35.686275,50.588234,16.078432,31.764706,18.431372,13.46,101,0,26,7,208.5,33.199997,14.199,0,0,7504,0,255
44,725.75,11,18.431372,41.960785,36,2.34375,-13.28125,43,35.686275,50.588234,16.078432,31.764706,18.431372,12.64,101,0,26,7,208.5,33.5,14.257,0,0,7504,0,255
44,725.75,11,18.431372,36.07843,37,3.125,-10.15625,36,35.686275,50.588234,16.078432,31.764706,18.431372,11.44,101,0,26,7,208.5,33.5,14.257,0,0,7504,0,255
46,869.5,11,18.431372,36.07843,37,3.125,-10.15625,36,35.686275,50.588234,16.078432,31.764706,18.431372,12.58,101,0,26,-8,208.5,33.5,14.257,0,0,7504,0,255
46,869.5,11,18.431372,36.07843,37,3.125,-10.15625,36,35.294117,50.588234,16.078432,31.764706,18.431372,13.08,101,0,26,-8,214.100006,34.300003,14.257,0,0,7504,0,255
46,869.5,11,18.431372,36.07843,37,3.125,-10.15625,36,35.294117,50.588234,16.078432,31.764706,18.431372,11.15,101,0,26,-8,214.100006,34.300003,14.257,0,0,7504,0,255
46,863.25,11,18.431372,34.117645,38,3.90625,-14.0625,33,35.294117,50.588234,16.078432,31.764706,18.431372,11.59,101,0,26,-5,214.100006,34.300003,14.257,0,0,7504,0,255
47,863.25,11,18.431372,34.117645,38,3.90625,-14.0625,33,43.92157,50.588234,16.078432,31.764706,18.431372,12.39,101,0,26,-5,214.100006,34.300003,14.257,0,0,7504,0,255
47,863.25,11,18.431372,34.117645,38,3.90625,-14.0625,33,43.92157,50.588234,16.078432,31.764706,18.431372,12.3,101,0,26,-5,219.399994,35.099998,14.316,0,0,7504,0,255
47,863.25,11,18.431372,34.117645,38,3.90625,-14.0625,33,43.92157,50.588234,16.078432,31.764706,18.431372,11.99,101,0,26,-5,219.399994,35.099998,14.316,0,0,7504,0,255
49,888.25,9,18.431372,32.941177,38,3.90625,-13.28125,32,43.92157,50.588234,16.078432,31.764706,18.431372,12.3,101,0,26,0,219.399994,35.099998,14.316,0,0,7504,0,255
49,888.25,9,18.431372,32.941177,38,3.90625,-13.28125,32,44.313725,50.588234,16.078432,31.764706,18.431372,12.84,101,0,26,0,219.399994,35.099998,14.316,0,0,7504,0,255
49,888.25,9,18.431372,32.941177,38,3.90625,-13.28125,32,44.313725,52.549019,16.078432,31.764706,18.431372,12.22,101,0.784314,26,0,224.5,36,14.042,0,0,7504,0,255
49,888.25,9,18.431372,47.450981,38,0,-9.375,32,44.313725,52.549019,16.078432,31.764706,18.431372,11.92,101,0.784314,26,0,224.5,36,14.042,0,0,7504,0,255
51,716.25,9,18.431372,47.450981,38,0,-9.375,46,44.313725,52.549019,16.078432,31.764706,18.431372,11.29,101,0.784314,26,8,224.5,36,14.042,0,0,7504,0,255
51,716.25,9,18.431372,47.450981,38,0,-9.375,46,35.686275,52.549019,16.078432,31.764706,18.431372,12.26,101,0.784314,26,8,227.100006,36.400002,14.218,0,0,7504,0,255
51,716.25,9,18.431372,47.450981,38,0,-9.375,46,35.686275,50.196079,16.078432,31.764706,18.039215,11.09,101,0,26,8,227.100006,36.400002,14.218,0,0,7504,0,255
51,881.25,11,18.039215,32.941177,39,3.90625,-8.59375,33,35.686275,50.196079,16.078432,31.764706,18.039215,11.81,101,0,26,1,227.100006,36.400002,14.218,0,0,7504,0,255
53,881.25,11,18.039215,32.941177,39,3.90625,-8.59375,33,28.627451,50.196079,16.078432,31.764706,18.039215,12.71,101,0,26,1,227.100006,36.400002,14.218,0,0,7504,0,255
53,881.25,11,18.039215,32.941177,39,3.90625,-8.59375,33,28.627451,50.196079,16.078432,31.764706,18.431372,12.58,101,0,26,1,232.600006,37.300003,14.277,0,0,7504,0,255
53,881.25,11,18.039215,32.941177,39,3.90625,-8.59375,33,28.627451,50.196079,16.078432,31.764706,18.431372,12.14,101,0,26,1,232.600006,37.300003,14.277,0,0,7504,0,255
55,876.5,13,18.431372,32.549019,40,3.90625,-10.9375,33,28.627451,50.196079,16.078432,31.764706,18.431372,11.36,101,0,26,2,232.600006,37.300003,14.277,0,0,7504,0,255
55,876.5,13,18.431372,32.549019,40,3.90625,-10.9375,33,27.843138,50.196079,16.078432,31.764706,18.431372,11.07,101,0,26,2,232.600006,37.300003,14.277,0,0,7504,0,255
55,876.5,13,18.431372,32.549019,40,3.90625,-10.9375,33,27.843138,50.196079,16.078432,31.764706,18.431372,11.07,101,0,26,2,237.600006,38.300003,14.277,0,0,7504,0,255
55,876.5,13,18.431372,33.333332,40,3.90625,-14.0625,33,27.843138,50.196079,16.078432,31.764706,18.431372,11.41,101,0,26,2,237.600006,38.300003,14.277,0,0,7504,0,255
56,848.25,14,18.431372,33.333332,40,3.90625,-14.0625,34,27.843138,50.196079,16.078432,31.764706,18.431372,11.41,101,0,26,4,237.600006,38.300003,14.277,0,0,7504,0,255
56,848.25,14,18.431372,33.333332,40,3.90625,-14.0625,34,29.411764,50.196079,16.078432,31.764706,18.431372,11.28,101,0,26,4,242.299988,39.199997,14.082,0,0,7504,0,255
56,848.25,14,18.431372,33.333332,40,3.90625,-14.0625,34,29.411764,50.196079,16.078432,31.764706,18.431372,12.98,101,0,26,4,242.299988,39.199997,14.082,0,0,7504,0,255
56,682.75,11,18.431372,41.568626,40,2.34375,-12.5,41,29.411764,50.196079,16.078432,31.764706,18.431372,12.07,101,0,26,9,242.299988,39.199997,14.082,0,0,7504,0,255
58,682.75,11,18.431372,41.568626,40,2.34375,-12.5,41,25.09804,50.196079,16.078432,31.764706,18.431372,12,101,0,26,9,242.299988,39.199997,14.082,0,0,7504,0,255
58,682.75,11,18.431372,41.568626,40,2.34375,-12.5,41,25.09804,50.196079,16.078432,31.764706,18.431372,11.71,101,0,26,9,244.5,39.699997,14.121,0,0,7504,0,255
58,682.75,11,18.431372,41.568626,40,2.34375,-12.5,41,25.09804,50.196079,16.078432,31.764706,18.431372,13.34,101,0,26,9,244.5,39.699997,14.121,0,0,7505,0,255
58,782,10,18.431372,38.431374,40,3.125,-9.375,37,25.09804,50.196079,16.078432,31.764706,18.431372,13.07,101,0,26,-6,244.5,39.699997,14.121,0,0,7505,0,255
60,782,10,18.431372,38.431374,40,3.125,-9.375,37,36.862743,50.196079,16.078432,31.764706,18.431372,13.02,101,0,26,-6,244.5,39.699997,14.121,0,0,7505,0,255
60,782,10,18.431372,38.431374,40,3.125,-9.375,37,36.862743,50.196079,18.431372,34.117645,18.431372,11.32,101,0,26,-6,248.799988,40.699997,14.218,0,0,7505,0,255
60,782,10,18.431372,36.07843,40,3.125,-12.5,37,36.862743,50.196079,18.431372,34.117645,18.431372,11.8,101,0,26,-6,248.799988,40.699997,14.218,0,0,7505,0,255
62,834.25,11,19.215687,36.07843,40,3.125,-12.5,38,36.862743,50.196079,18.431372,34.117645,18.431372,12.33,101,0,26,10,248.799988,40.699997,14.218,0,0,7505,0,255
62,834.25,11,19.215687,36.07843,40,3.125,-12.5,38,34.117645,50.196079,18.431372,34.117645,18.431372,12.7,101,0,26,10,253.200012,41.699997,14.218,0,0,7505,0,255
62,834.25,11,19.215687,36.07843,40,3.125,-12.5,38,34.117645,50.588234,18.82353,34.901962,18.431372,13.11,101,0.392157,26,10,253.200012,41.699997,14.218,0,0,7505,0,255
62,967.75,13,18.039215,30.980392,41,3.90625,-10.15625,31,34.117645,50.588234,18.82353,34.901962,18.431372,13.13,101,0.392157,26,8,253.200012,41.699997,14.218,0,0,7505,0,255
64,967.75,13,18.039215,30.980392,41,3.90625,-10.15625,31,34.509804,50.588234,18.82353,34.901962,18.431372,12.59,101,0.392157,26,8,253.200012,41.699997,14.218,0,0,7505,0,255
64,967.75,13,18.039215,30.980392,41,3.90625,-10.15625,31,34.509804,50.196079,16.078432,31.764706,18.431372,11.44,101,0,26,8,257.600006,42.800003,14.257,0,0,7505,0,255
64,967.75,13,18.039215,30.980392,41,3.90625,-10.15625,31,34.509804,50.196079,16.078432,31.764706,18.039215,12.73,101,0,26,8,257.600006,42.800003,14.257,0,0,7505,0,255
